"No.","Time","Source","Destination","Length","Protocol","Info"
"3106","523.728680","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3107","524.045637","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3108","524.206585","185.220.101.175","54.36.163.65","1316","TLSv1.2","Ignored Unknown Record"
"3109","524.588964","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"3110","524.588964","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"3111","524.978194","185.220.101.175","54.36.163.65","1480","TLSv1.2","[TCP Previous segment not captured] , Application Data"
"3112","525.155438","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4092730 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"3113","525.155438","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4091706 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3114","525.335633","185.220.101.175","54.36.163.65","1040","TLSv1.2","Application Data"
"3115","525.395232","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3116","525.492297","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3117","525.501133","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"3118","525.516062","185.220.101.175","54.36.163.65","374","TLSv1.2","Ignored Unknown Record"
"3119","525.704376","185.220.101.175","54.36.163.65","788","TLSv1.2","Ignored Unknown Record"
"3120","525.914642","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"3121","526.079793","185.220.101.175","54.36.163.65","1084","TLSv1.2","Application Data"
"3122","526.079793","185.220.101.175","54.36.163.65","770","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4101275 Ack=1 Win=21 Len=710 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"3123","526.186794","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4103009 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"3124","526.186795","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4101985 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3125","526.331114","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3126","526.540797","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3127","526.619884","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"3128","526.802284","185.220.101.175","54.36.163.65","2108","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3129","526.802431","185.220.101.175","54.36.163.65","1152","TLSv1.2","Ignored Unknown Record"
"3130","526.832553","185.220.101.175","54.36.163.65","416","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3131","526.936266","185.220.101.175","54.36.163.65","2091","TLSv1.2","Ignored Unknown Record"
"3132","527.396079","185.220.101.175","54.36.163.65","1689","TLSv1.2","Application Data, Application Data, Application Data"
"3133","527.511771","185.220.101.175","54.36.163.65","1084","TLSv1.2","Application Data"
"3134","527.512400","185.220.101.175","54.36.163.65","665","TLSv1.2","Application Data, Application Data"
"3135","528.178072","185.220.101.175","54.36.163.65","1941","TLSv1.2","Application Data"
"3136","528.300171","185.220.101.175","54.36.163.65","1398","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3137","528.677684","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3138","528.768171","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3139","529.031782","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"3140","529.158162","185.220.101.175","54.36.163.65","1234","TLSv1.2","Ignored Unknown Record"
"3141","529.428397","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"3142","529.546176","185.220.101.175","54.36.163.65","1316","TLSv1.2","Ignored Unknown Record"
"3143","529.820269","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3144","529.904442","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3145","530.132390","185.220.101.175","54.36.163.65","965","TCP","20884  >  8001 [PSH, ACK] Seq=4135997 Ack=1 Win=21 Len=905 [TCP segment of a reassembled PDU]"
"3146","530.319319","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4137926 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"3147","530.319319","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4136902 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3148","530.550036","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=4138240 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"3149","530.812395","185.220.101.175","54.36.163.65","74","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4140602 Ack=1 Win=21 Len=14 [TCP segment of a reassembled PDU]"
"3150","530.812395","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4139578 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3151","530.931408","185.220.101.175","54.36.163.65","603","TCP","20884  >  8001 [PSH, ACK] Seq=4140616 Ack=1 Win=21 Len=543 [TCP segment of a reassembled PDU]"
"3152","531.300871","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=4141159 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"3153","531.300871","185.220.101.175","54.36.163.65","1231","TCP","20884  >  8001 [PSH, ACK] Seq=4143207 Ack=1 Win=21 Len=1171 [TCP segment of a reassembled PDU]"
"3154","531.384379","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4145402 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"3155","531.384379","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4144378 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3156","531.513201","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=4145716 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"3157","531.513201","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=4147764 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"3158","531.574933","185.220.101.175","54.36.163.65","1480","TLSv1.2","Change Cipher Spec, Ignored Unknown Record"
"3159","531.658310","185.220.101.175","54.36.163.65","1316","TLSv1.2","Ignored Unknown Record"
"3160","531.740769","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3161","531.786621","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3162","531.918420","185.220.101.175","54.36.163.65","1643","TLSv1.2","Ignored Unknown Record"
"3163","532.100414","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3164","532.350029","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3165","532.442958","185.220.101.175","54.36.163.65","449","TLSv1.2","Ignored Unknown Record"
"3166","532.554281","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"3167","532.930239","185.220.101.175","54.36.163.65","1631","TLSv1.2","Application Data"
"3168","533.051480","185.220.101.175","54.36.163.65","1941","TLSv1.2","Application Data"
"3169","533.404437","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3170","533.445180","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=4166483 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"3171","533.445180","185.220.101.175","54.36.163.65","688","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3172","533.611282","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=4169159 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"3173","533.611282","185.220.101.175","54.36.163.65","2060","TLSv1.2","Application Data, Application Data"
"3174","533.611282","185.220.101.175","54.36.163.65","1084","TCP","20884  >  8001 [ACK] Seq=4173207 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3175","533.635621","185.220.101.175","54.36.163.65","340","TCP","20884  >  8001 [PSH, ACK] Seq=4174231 Ack=1 Win=21 Len=280 [TCP segment of a reassembled PDU]"
"3176","533.688422","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=4174511 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"3177","533.688422","185.220.101.175","54.36.163.65","606","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3178","533.772385","185.220.101.175","54.36.163.65","2108","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3179","533.772386","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=4179153 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"3180","533.885152","185.220.101.175","54.36.163.65","1741","TLSv1.2","Application Data, Application Data, Application Data"
"3181","534.235513","185.220.101.175","54.36.163.65","917","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3182","534.525749","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3183","534.616677","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"3184","534.616677","185.220.101.175","54.36.163.65","770","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3185","534.646817","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3186","534.666194","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"3187","534.674069","185.220.101.175","54.36.163.65","374","TLSv1.2","Ignored Unknown Record"
"3188","534.757189","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3189","534.784366","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"3190","534.784366","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"3191","534.865150","185.220.101.175","54.36.163.65","1071","TLSv1.2","Ignored Unknown Record"
"3192","535.024184","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3193","535.156708","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3194","535.442436","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3195","535.653675","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3196","535.865798","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3197","536.000365","185.220.101.175","54.36.163.65","226","TLSv1.2","Ignored Unknown Record"
"3198","536.466354","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"3199","536.567155","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"3200","537.078836","185.220.101.175","54.36.163.65","474","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3201","537.104386","185.220.101.175","54.36.163.65","1107","TLSv1.2","Ignored Unknown Record"
"3202","537.124117","185.220.101.175","54.36.163.65","1084","TLSv1.2","Ignored Unknown Record"
"3203","537.132422","185.220.101.175","54.36.163.65","292","TLSv1.2","Ignored Unknown Record"
"3204","537.276917","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"3205","537.276917","185.220.101.175","54.36.163.65","770","TLSv1.2","Ignored Unknown Record"
"3206","537.336695","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3207","537.336695","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4211547 Ack=1 Win=21 Len=1024"
"3208","537.453380","185.220.101.175","54.36.163.65","1480","TLSv1.2","Ignored Unknown Record"
"3209","537.487245","185.220.101.175","54.36.163.65","292","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3210","537.487245","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4214223 Ack=1 Win=21 Len=1024"
"3211","537.538502","185.220.101.175","54.36.163.65","1398","TLSv1.2","Ignored Unknown Record"
"3212","537.748578","185.220.101.175","54.36.163.65","374","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3213","537.791522","185.220.101.175","54.36.163.65","2108","TLSv1.2","Ignored Unknown Record"
"3214","537.791522","185.220.101.175","54.36.163.65","688","TLSv1.2","Ignored Unknown Record"
"3215","537.897770","185.220.101.175","54.36.163.65","1023","TLSv1.2","Ignored Unknown Record"
"3216","538.127462","185.220.101.175","54.36.163.65","1689","TLSv1.2","Application Data, Application Data, Application Data"
"3217","538.584796","185.220.101.175","54.36.163.65","603","TLSv1.2","Application Data"
"3218","538.739035","185.220.101.175","54.36.163.65","1146","TLSv1.2","Application Data, Application Data"
"3219","539.149338","185.220.101.175","54.36.163.65","2108","TCP","20884  >  8001 [PSH, ACK] Seq=4225052 Ack=1 Win=21 Len=2048 [TCP segment of a reassembled PDU]"
"3220","539.149338","185.220.101.175","54.36.163.65","688","TCP","20884  >  8001 [PSH, ACK] Seq=4227100 Ack=1 Win=21 Len=628 [TCP segment of a reassembled PDU]"
"3221","539.425193","185.220.101.175","54.36.163.65","1480","TLSv1.2","Application Data [TCP segment of a reassembled PDU]"
"3222","539.748376","185.220.101.175","54.36.163.65","456","TLSv1.2","[TCP Previous segment not captured] , Ignored Unknown Record"
"3223","539.810859","185.220.101.175","54.36.163.65","1480","TCP","20884  >  8001 [PSH, ACK] Seq=4231824 Ack=1 Win=21 Len=1420 [TCP segment of a reassembled PDU]"
"3224","540.037700","185.220.101.175","54.36.163.65","1234","TCP","20884  >  8001 [PSH, ACK] Seq=4233244 Ack=1 Win=21 Len=1174 [TCP segment of a reassembled PDU]"
"3225","540.358566","185.220.101.175","54.36.163.65","1398","TCP","20884  >  8001 [PSH, ACK] Seq=4234418 Ack=1 Win=21 Len=1338 [TCP segment of a reassembled PDU]"
"3226","540.427434","185.220.101.175","54.36.163.65","266","TCP","20884  >  8001 [PSH, ACK] Seq=4235756 Ack=1 Win=21 Len=206 [TCP segment of a reassembled PDU]"
"3227","540.555890","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4236986 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"3228","540.555891","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4235962 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3229","540.782099","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4238406 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
"3230","540.782100","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4237382 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3231","540.894880","185.220.101.175","54.36.163.65","374","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4239662 Ack=1 Win=21 Len=314 [TCP segment of a reassembled PDU]"
"3232","540.894881","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4238638 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3233","541.143912","185.220.101.175","54.36.163.65","456","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4241000 Ack=1 Win=21 Len=396 [TCP segment of a reassembled PDU]"
"3234","541.143912","185.220.101.175","54.36.163.65","1084","TCP","[TCP Out-Of-Order] 20884  >  8001 [ACK] Seq=4239976 Ack=1 Win=21 Len=1024 [TCP segment of a reassembled PDU]"
"3235","541.275725","185.220.101.175","54.36.163.65","292","TCP","[TCP Previous segment not captured] 20884  >  8001 [PSH, ACK] Seq=4242420 Ack=1 Win=21 Len=232 [TCP segment of a reassembled PDU]"
